DOCNUMBER,NOME,DATA,CPF,SALARIO
494,Paul Terrell,06/08/2010,75116444147,1432144.62
495,Cory Rennels,01/17/2015,64328526766,3391118.71
496,Laura Trevino,01/21/2002,84615181876,4598690.35
497,Gregory Mace,01/09/2012,14764222906,1228738.36
498,Cedric Scott,12/25/2008,38834613775,4877041.49
499,David Knighten,06/17/2006,25414770409,3055749.36
500,Don Martinez,08/19/2005,74742151879,2637852.5
501,Jason Gugino,03/24/1998,79373685350,2718085.44
502,Kathryn Larrison,09/21/2011,10307407209,987031.55
503,Maryellen Jenkins,05/19/1995,50873605721,3053599.88
504,Hugo Holland,04/19/2020,42231654024,1356415.52
505,Cedric Knight,11/20/2010,74714159321,2213669.61
506,Jeff Runnels,04/15/2016,14376023124,2837872.74
507,Thomas Maddox,12/02/2006,51963172280,869319.87
508,Ronald Kaufman,04/30/2010,44675695612,1861540.68
509,Peter Duggan,11/20/2008,52795519615,4643087.04
510,Neva Miles,11/24/1994,81345191480,3113812.66
511,Albert Coleman,08/08/1999,37821166073,1569399.49
512,Mario Moultrie,03/14/2009,32079219731,1848466.49
513,Tonya Buckner,04/18/2003,70862281172,982205.11
514,Homer Fryman,12/24/2018,14590345625,1319645.89
515,Julie Roberts,08/14/2018,51025018524,3751314.8
516,Glen Mcdonald,06/30/2006,61724595890,2937151.74
517,Willis Suggs,11/20/1997,26992373293,43699.63
518,Matthew Kooser,07/14/1990,53789437018,4071570.87
519,David Hobbs,09/10/1991,54011278807,979612.41
520,Deidre Bell,04/25/2018,67287450178,3735192.44
521,Amy Welter,10/09/1995,47141363807,3827401.65
522,Reuben Pryor,11/24/2021,29991548955,3751167.3
523,Judy Barton,03/14/2005,05738668480,4014801.87
524,Charles Collins,06/16/2013,12487345721,2579991.83
525,Martha Karins,06/02/1999,75451002800,872041.94
526,Paul Audette,07/17/2010,86749811949,1952300.42
527,Mark Smith,12/13/2015,80203880870,713862.68
528,Margarita Voelker,04/30/2001,22241895164,1223284.1
529,Yolanda Gutierrez,01/07/2010,55201863329,1332759.44
530,William Lord,12/17/2018,75698257302,3117955.77
531,Teresa Bermudez,06/18/1996,83844305602,1852465.54
532,Gerald Borgen,10/28/1998,09776853226,2363029.78
533,Jessica Brewer,03/26/1992,19711455994,4311543.07
534,Jessica Allen,04/06/2003,03213366820,2300587.0
535,Joseph Dabney,01/02/1997,18926966062,2419499.34
536,Jacob Hamilton,06/06/2019,29665394100,4622349.07
537,Gertrude Henderson,09/27/2004,07100437598,952085.92
538,Tommy Bravo,10/18/2004,63161200012,3089678.24
539,Julie Slater,11/16/2006,71740419812,1644785.81
540,Scott Thomas,06/16/1992,13909319270,3297159.8
541,Odell Manson,03/16/2015,18136259640,4462320.95
542,Romeo White,01/20/2003,01092298193,3762008.66
543,Lawrence Moskal,11/09/2012,38830572314,2906502.91
544,Rachel Bramlett,12/12/2009,10415096006,640270.37
545,Billy Lunt,08/11/2003,36157713542,1655018.34
546,Raymond Petrson,08/11/2018,07160623215,3711678.54
547,Kelly Wies,10/12/2003,93444242689,3852927.4
548,Patrick Ellis,09/03/2018,90746236620,3461405.24
549,Dianne Bethel,08/18/1992,76839314383,3124212.2
550,Lenora Hernandez,08/23/2004,36210684300,401902.82
551,Rosanne Scales,08/11/2010,96625835480,29874.12
552,Thomas Ramirez,06/28/1996,07820234873,3063792.88
553,Brenda Adams,08/02/2006,96597652746,2010087.25
554,Dixie Kellar,12/10/2000,33419929609,900793.58
555,Mike Collins,11/28/2003,90869151169,3389615.2
556,Grace Robinson,10/28/2001,60777135973,4045060.13
557,Gwendolyn Hughes,03/14/2008,61671902912,2158151.02
558,Juan Womack,01/07/2012,00334926114,1523301.55
559,Thomas Greene,02/15/1996,87864073336,482049.96
560,Christina Cody,03/26/1991,17141715231,1058856.95
561,James Goff,07/28/2000,19920738727,1475116.16
562,Barry Rigby,01/18/2002,46742575735,4311369.39
563,Rhonda Ackerley,09/04/2007,87577951340,1862047.56
564,Shane Carpenter,11/14/2017,75463987203,2913803.63
565,Joseph Williams,02/07/2011,70951296736,2935702.12
566,James Harmon,09/29/2002,35467481584,4572250.35
567,Reginald Halley,08/27/1997,53519057441,2290657.01
568,John Hellman,06/21/1997,55272826710,1933211.84
569,Tamara Wells,04/13/2001,87793935519,3638935.71
570,Keith Barnhart,10/04/2015,85994234362,2398431.11
571,Bradley Guajardo,12/27/2007,30403467764,2178486.12
572,Jenette Mavins,09/25/2014,21502804859,3421659.12
573,Joseph Johnson,05/08/1990,83356152920,2249396.13
574,Curtis Crockett,11/28/2001,15964372600,2223104.24
575,Judy Gess,08/31/2001,79219988798,699667.03
576,Grant Bentz,11/24/1999,38097661004,675344.51
577,Abraham Mayhew,09/10/2017,37916751097,150678.14
578,Brandon Allen,10/30/1990,19250067194,3480101.31
579,Luther Linn,01/13/1992,26129788010,1701472.48
580,Christopher Seveney,02/16/2019,09972467236,487650.45
581,Betty Talbot,12/30/1998,22568670053,127794.15
582,Henry Byars,04/15/1992,19074626190,2262291.18
583,Ellen Ryan,09/28/2003,04671171104,3659146.05
584,Robert Lewis,08/16/1997,40244062803,3697700.36
585,Dennis Perkins,11/13/1990,55960617196,2475153.44
586,Tracie Williams,04/08/2014,36663833359,1781841.56
587,Susan Bolt,11/17/2018,00446763608,2591483.18
588,Cynthia Hannasch,08/20/2009,22546269909,2041047.33
589,Desiree Mack,01/13/2000,46174660613,876519.91
590,Shirley Roberts,08/09/2019,28763524279,578962.19
591,Henry Feltman,02/04/1996,71660724406,984924.65
592,Michael Eberhardt,01/29/2000,81746555572,2045609.22
593,Johnnie Yu,12/16/2016,35158296871,1597290.64
594,Robert Smith,01/11/1994,74837578411,4754867.76
595,Armando Simonds,03/16/2012,79140002217,2289254.29
596,Ilona Cook,09/18/2006,80943872545,3724441.18
597,Richard Lambert,11/11/2012,45306076823,2876381.03
598,Dawn Jones,06/01/2009,73233953801,4967939.31
599,Darren Hunt,06/26/2016,23708645596,48177.02
600,Rea Hernandez,12/18/2015,72710011077,1694830.31
601,Arthur Rawson,12/01/2005,17504439290,2201703.3
602,Alex Sutera,04/11/2004,55290369708,3792542.64
603,John Dudley,08/21/2009,60779887239,4162641.78
604,Mandi Griggs,03/29/2010,56096244360,2928440.06
605,Angela Mayfield,08/12/2018,96578572520,4106291.31
606,Pam Hogan,05/11/1999,18364298275,3740200.94
607,Rebekah Huggins,11/13/2007,04637807441,4190225.44
608,Christine Beam,08/28/2019,25379133100,1928856.92
609,Gayle Cattaneo,03/01/2011,16080910586,121605.06
610,Patricia Pack,10/05/1999,68116760947,4056456.5
611,Alfred Sullivan,09/06/2006,13869166681,4620910.14
612,Blanche Hall,12/16/2005,31314705180,4324195.3
613,Luanne Lazor,12/23/2005,55342325447,894450.85
614,Billy Carr,03/20/1996,14868865668,4902580.66
615,Jamie Barrocas,09/29/2010,52394172703,3738567.51
616,Andrea Clifton,04/22/2002,20814170145,2472679.66
617,Scotty Ruiz,02/13/2016,01336677317,4388525.45
618,Lois Chavarria,08/09/1999,28025030903,2884462.7
619,Ebony Buzzell,07/22/2004,42566741875,1744064.55
620,James Grayson,08/28/2005,98463076408,2151471.59
621,Juan Garza,02/11/2017,64812272084,2177408.76
622,Nancy Chavez,06/29/2010,09019581740,146248.49
623,Keith Ungaro,09/27/1997,12903782075,1761830.7
624,Charles Munoz,02/28/2005,79379232969,4784311.6
625,Annabelle Applegate,09/03/2014,49725923111,1325025.56
626,Sarah Johnson,01/12/2019,38975853837,614075.4
627,Kathy Bunker,11/28/2018,63174719321,683199.28
628,Rosanna Gregoire,01/24/2006,53099239003,4122121.92
629,Michelle Hazlett,08/17/2020,49707370700,158023.28
630,Brian Carter,11/24/1998,64883579484,2648700.57
631,Carlos Ares,03/10/2013,62776649720,4317623.03
632,Maurice Devalle,12/23/2010,04302310596,1485926.71
633,Ruth Nightingale,08/16/2021,56269396441,2414047.23
634,Maria Warren,07/14/1992,06539206445,2222476.01
635,Ronald West,11/19/2011,61458705323,4615973.61
636,Christopher Payne,08/01/1997,54142809245,4152804.52
637,Colby Olson,09/09/1999,37341454148,1670352.25
638,Shanell Visher,08/26/2014,78814147663,3450050.77
639,Anna Lee,07/25/2011,50135585732,2970782.49
640,Abraham Boros,08/29/1999,84851652097,2213448.21
641,Carmelita Waite,10/01/2018,09801834722,4107013.38
642,Amber Segura,10/19/2010,62714866816,1377096.97
643,Pamela Shumake,10/22/2018,89233710335,2336940.18
644,Cari Lyman,02/15/2008,02823632891,3527549.04
645,Norma Gordon,11/09/2018,56503324529,347818.72
646,Marc Reid,02/03/1999,32222937167,2931573.24
647,Yolanda Reeves,11/21/2006,72116344565,1891697.16
648,Kaitlin Reiter,06/20/1996,82012331904,4630028.68
649,Adam Nachtrieb,05/25/2012,59517731051,1998498.46
650,Ana Frye,04/01/2003,72807526080,2204409.47
651,Brittany Smith,05/27/2002,68944020191,3160353.22
652,Tommy Kidder,06/14/1992,13005639401,2638109.58
653,Lonnie Stokley,05/02/1993,87007818609,4343175.73
654,Elizabeth Gustafson,08/03/2007,59722415603,1835731.67
655,William Fay,06/14/2004,04327600083,2972234.38
656,Cynthia Musser,08/21/2003,13064766155,378934.55
657,Raquel Henderson,05/06/2006,09709412426,3500408.11
658,Mike Johnston,12/10/2002,43652376080,4364583.62
659,Carmen Jordon,03/07/2009,17446916222,4749722.54
660,Brian Reaves,05/10/1999,77090796019,3060651.77
661,Lynne Shelton,12/13/2004,79439251301,3150854.12
662,Vincent Rose,10/06/1991,17382184811,1431448.64
663,Billy Baggett,01/14/2012,94701316229,1683712.74
664,Christine Trotter,05/10/2003,78640142084,595672.38
665,Ethel Reed,07/31/2005,21457545209,618346.12
666,Shawn Cottingham,10/22/2001,56768554875,4513839.76
667,Barbara Weber,05/04/2013,17912156704,1654258.63
668,Sandra Bixler,02/10/2002,16297641757,4884024.61
669,Mary Pash,01/17/1991,92660980276,4713005.0
670,Jamie Carter,02/03/2005,51058215728,4105666.13
671,Timothy Beery,12/22/2005,68285907082,858586.84
672,Luanne Patel,07/18/2006,53108472607,2833379.88
673,Delores Gilchrest,04/26/1990,90113691220,4319554.69
674,Kathy Wilmoth,06/02/2015,32352909074,2793150.35
675,David Westerheide,01/19/1994,05493103478,1308289.69
676,Carroll Drummond,05/03/1990,37997000720,4843171.82
677,Janene English,09/02/2015,43700505701,4948262.9
678,James Sasaki,04/15/2014,69376387104,1348421.22
679,Dorothy Brooks,08/21/2015,78377447487,4464441.46
680,Phillip Sands,02/02/2003,46691623657,2925828.85
681,Richard Merryman,11/30/2016,85433053652,1872835.66
682,Carolyn Chappell,04/04/2008,51911108034,3374681.55
683,Amanda Moxley,01/12/2002,19842148610,2606755.0
684,Catherine Elliott,09/29/1991,10808588656,3526961.55
685,Johnnie Rea,12/02/1992,17505601270,3933442.89
686,Randall Pickett,04/20/1997,69422249872,2758659.82
687,Dennis Johnson,09/08/2017,56811932848,2278223.75
688,Connie Chace,06/02/2014,45134075816,4345838.61
689,Larry Smith,01/06/2002,65727819091,2092551.5
690,Kristine Dobbs,11/03/2007,45485204651,497550.47
691,Keturah Fontana,05/01/2016,68214656907,1219586.62
692,Sarah Oh,06/26/2002,02512148777,4530203.29
693,Edward Castillo,06/04/2012,09822981457,3550143.36
694,Kimberly Dougherty,06/24/2009,43816141196,2463045.6
695,Norma Bundren,03/04/2021,28769053707,2014859.77
696,Jamie Barnes,12/24/1996,55272785932,2660183.34
697,Joanna Kilmer,05/02/2021,81001905261,1138766.46
698,Robert Jalbert,02/10/2010,01859547745,961744.9
699,Ralph Mejia,09/10/1997,90388716860,1313910.19
700,Violet Long,07/18/1999,10491909713,4874777.76
701,Duane Jones,05/16/2006,31352379155,3775169.86
702,Milton Nicholas,02/11/2008,30854604030,2307380.37
703,Richard Lopez,08/18/2005,02309367419,3371666.91
704,Ralph Petrey,12/03/2021,68517444493,3745003.26
705,Peter Holmes,03/08/2003,65860642288,770392.04
706,Nancy Visvardis,10/08/1992,55165385213,2638587.59
707,Greg Robinson,02/26/2017,46173951800,1370229.94
708,William Meadows,01/16/2013,47968808448,3336353.57
709,Robert Allen,08/25/2020,80347784860,1498158.87
710,Tony Leary,05/06/2006,41317872703,2810435.92
711,Joanne Loomis,09/07/1995,47764214884,1971656.82
712,Rosie Thomas,03/06/2015,40677915691,2567159.85
713,Norma Wood,02/17/2016,01602207500,3401035.16
714,Diana Roberrtson,01/02/1998,33696972703,3007137.58
715,David Jones,04/28/1998,62543726306,3795261.65
716,Micah Snyder,10/06/1991,14421311600,1129165.09
717,John Stooks,09/14/2001,54841191542,238170.16
718,Lena Mills,06/29/1995,45380638783,469552.53
719,Ronnie Ohta,01/01/1999,43297619716,3200313.37
720,Joanne Mcgee,07/16/1996,81999239032,787724.82
721,Lori Hubert,05/02/1997,23160944735,3651325.45
722,Anthony Wilson,02/20/2019,89689286811,495866.15
723,Kara Chew,09/16/2005,75941704828,2907908.34
724,Kristi Carter,02/10/1996,96452989030,4426204.92
725,Michael Uribe,06/04/2019,98916098041,2595987.06
726,Michael Johnson,04/10/2006,03493107773,3190883.09
727,Jerry Harman,07/01/2017,26683588414,3264974.34
728,Kenneth Mclaughlin,12/04/2013,56908506592,4692746.19
729,Matthew Kitt,01/02/1994,87297529494,3032993.6
730,Joan Basinger,09/12/2012,84846158047,295190.7
731,Alvin Ostrander,06/13/2016,55837836217,3324242.44
732,Alice Branson,06/17/2012,59105859328,1044714.99
733,James Montilla,04/22/2004,89090181008,1024009.22
734,Andres Joiner,10/15/2006,37669976705,4165432.88
735,Jose Salada,02/15/2018,35307636830,4784152.7
736,Christopher Olson,06/25/2018,65696986560,1442164.32
737,Barbara Day,12/28/2011,56852027414,2790557.11
738,Joseph Chua,04/30/2014,57624356015,2991323.35
739,Ginny Reine,08/05/1997,19537310906,1408928.58
740,Richard Martinez,12/25/2001,24057467432,4460309.37
741,Thomas Gonzales,04/05/1995,50499277228,1341845.21
742,Robert Poling,02/20/2019,32840099144,4576111.7
743,Norma Rodriguez,09/26/1998,78527163500,4699204.05
744,Cheri Ice,04/06/2010,83069836534,4186691.19
745,Melinda Fennell,12/23/2021,09598453308,971797.1
746,Adam Peek,08/28/2011,89607862090,665910.46
747,Phyllis Simpson,10/03/1998,80683909100,628803.55
748,Clinton Grimes,10/23/2001,85925283309,3832200.49
749,Lewis Schorr,07/24/2011,66819285523,2084324.5
750,Shawn Blair,12/13/1997,63693163189,1220005.95
751,Sue Otsuka,09/14/2003,21195015305,499670.1
752,Jason Stevens,06/05/2003,78059390805,2499903.37
753,Ruth Maloney,05/06/2011,89142060257,1258060.13
754,Robert Cummings,09/03/2021,96621934564,1928753.04
755,Ryan Henry,04/12/2006,63631331908,2760267.77
756,Dorothy Gray,09/23/1991,11834543509,3508432.46
757,Diane Keyes,03/20/2016,88231976434,4524455.06
758,Gloria Moore,04/07/1998,34016313651,4484399.57
759,Robert Wright,05/29/2003,31120183111,3126409.82
760,Elizabeth Watson,09/06/2001,80061293555,1445689.27
761,Nina Sahara,11/28/2019,51160059098,2995453.78
762,Lindy Lux,11/26/2011,22129771742,3174856.73
763,Paul Owens,11/30/1993,80076549500,433608.76
764,Amanda Lucero,01/11/2014,15587047601,3745382.39
765,Tami Arnold,07/31/1998,04945743053,2626748.39
766,John Simpson,05/15/2001,93338544600,4333871.29
767,Birdie Altschuler,07/20/2006,73388266255,1249491.99
768,Bonita Roman,05/31/1997,01325836079,3138097.19
769,Alfredo Underwood,03/18/1993,59263427402,3677785.86
770,Doris Copeland,06/28/1991,11292335378,4798167.51
771,Elda Stewart,01/22/2013,11909198269,236698.43
772,Laurie Bostic,03/24/2012,82466860031,44853.93
773,Lee Doherty,04/02/1998,61773691546,3020600.11
774,Pamela Taylor,12/12/1998,88412302079,3345330.37
775,William Lopez,11/11/1990,50824706200,2071922.57
776,Ronald Smithheart,11/17/2013,28619106236,2433911.92
777,Alan Ovalle,06/11/1990,26719726013,4953247.19
778,Joseph Anchondo,01/08/2001,77664991692,3241111.74
779,Manuel Sandoval,04/09/2010,77082125372,3470015.83
780,Darlene Griffin,01/25/2000,45857033730,4778078.98
781,Sharon Rich,05/01/2003,19787412943,299605.26
782,Betty Oconnell,06/24/1992,64896410548,2770398.7
783,Curtis Casas,05/28/1991,07852201431,379966.22
784,Richard Dunlap,11/21/1993,39209738365,3450412.92
785,Charles York,05/24/2004,59201891423,256904.87
786,Andrew Platt,06/26/2002,18483808951,2048510.0
787,Bertha Arellano,07/31/2006,09221357384,925674.17
788,Ellen Dyer,09/01/2019,68053466907,2202973.63
789,Larry Sanders,06/12/2018,70143646001,4764720.68
790,Carolyn Ibanez,12/05/2003,62244766080,788442.66
791,Keely Farrar,07/16/1999,05818672891,1418416.91
792,William Salinas,03/17/2009,26716866418,1326153.59
793,Garland Edgerton,05/15/2015,28971234601,4742281.1
794,Charles Brock,04/13/1994,88865339691,928374.59
795,David Sparks,12/09/2021,87478679498,2357556.74
796,Nathaniel Jenkins,03/11/2009,27833646466,338401.66
797,Robin Garcia,08/28/2006,32118193122,3871074.65
798,Jason Washington,03/23/2012,45861392692,4783811.23
799,Leroy Taylor,10/29/2006,86126286286,3785517.9
800,Tish Sewell,02/22/2017,72183076984,3938316.07
801,Sheila Price,02/26/2011,78395265786,1094287.3
802,Mildred Fowler,11/27/1992,03950824804,2118860.64
803,Gordon Lake,11/26/2010,40209236477,1853556.66
804,Zachary Barber,06/11/2019,45120691439,2619900.46
805,Kathleen Zimmermann,07/04/2013,88168063708,3602790.72
806,Jesus Murphy,02/07/2010,20219076278,973361.23
807,Nicole Macdonald,07/23/1990,01431942405,1410662.7
808,Janis Conway,08/28/2013,78471919117,2363419.59
809,Jesse Ayres,11/21/2001,85143262607,930389.86
810,Anthony Donald,08/27/2003,71107123380,2185525.48
811,Morgan Burns,01/18/2011,88460357635,3175902.91
812,Mark Lowe,12/25/2017,51395872465,4015412.97
813,Carole Pagan,08/28/1998,13914694530,4026259.22
814,Ollie Merriam,12/07/2016,34568878500,3977844.84
815,Rick Allison,08/18/2012,50706553020,837822.37
816,Stacy Pollmann,05/25/2012,36339388698,2676078.26
817,Ernest Perris,08/19/2017,09309465298,4257912.72
818,Emma Costa,08/22/2003,33002928089,1187100.52
819,Harvey Sallee,04/27/2017,52474120955,3505236.36
820,Tim Hedrick,07/19/1999,18007694234,4066230.75
821,Nora Kennedy,06/12/2004,40524588775,4899641.31
822,Roman Pruett,08/14/2018,21155747020,551343.7
823,Jerry Spriggs,04/26/1996,15019167932,1461580.07
824,Charlotte Sheets,11/01/1999,98335402604,973205.77
825,Tabitha Miller,10/17/1990,58508556969,4965221.8
826,Bruce Cho,11/12/1993,60610232002,2323950.3
827,Donna Mowatt,01/10/2007,99260088011,1292171.57
828,Cecelia Walsh,05/15/2010,38027821193,2730923.36
829,Lisa Marin,09/20/2004,44624703979,819171.27
830,Emily Sellers,09/09/1991,53698160773,2795759.52
831,Tamika Nakamura,08/24/2005,77423704687,3927067.89
832,Mabel Perez,06/28/2012,64363768363,4944959.93
833,Josie Lary,03/30/1996,73114224180,1136694.87
834,Evelyn Johnson,09/05/2015,71326548700,863877.1
835,Henry Shields,04/12/2011,97409075473,4699539.95
836,Thomas Anderson,11/21/1992,71515702286,909445.52
837,Walter Beard,07/27/2013,76773248272,4018568.22
838,Cynthia Bethel,11/26/1995,15742419589,4382753.44
839,Harry Shepard,04/02/2009,12957929589,1020043.96
840,Barbara Bowles,11/03/2017,09276760105,4776748.33
841,William Huling,06/20/2020,80259168203,3855093.48
842,Britni Cuomo,05/02/2007,31059917270,2988579.05
843,Anthony Bland,10/01/1993,18123897790,1656600.41
844,Anna Cockrell,12/31/2001,62483506801,1249352.43
845,John Brazee,11/26/2004,08008289252,2185558.92
846,Martha Vanderlinden,04/04/2001,80964786052,1359020.0
847,Elma Monson,08/14/1991,78439538170,4906518.06
848,James Fair,11/12/2021,35573857797,3213356.88
849,Karla Freeman,11/12/2012,19871861338,4444657.77
850,Hanna Debusk,11/07/2012,52567907653,1687414.64
851,William Chilcutt,01/04/1996,29114823608,4928205.4
852,Beth Burton,08/16/2007,77275414198,2941317.21
853,William Campbell,12/24/2015,43340154333,3132081.85
854,Christopher Edwards,09/17/1999,12104413907,4842450.02
855,Pamela Walters,09/08/2017,88558417776,2512164.41
856,Terri Dulin,02/22/2017,79716742010,4121439.59
857,Melvin Zimmerman,05/11/1991,25936126226,3087544.08
858,Gene Munro,03/24/1995,48903885244,2694733.57
859,Etta Hoffmann,12/09/2001,70519268296,4360015.66
860,Melissa Ramsey,02/20/1999,60789172186,346094.82
861,Matthew Hoffman,04/25/2021,51288024770,1486153.88
862,Ruth Deangelis,09/27/2011,60351150200,4414038.34
863,Kevin Johnson,03/16/2020,41165367335,2430772.3
864,Darren Presley,11/27/2020,20664233945,812265.05
865,Jamie Larson,04/08/2010,96472622051,2629788.21
866,Steve Darrow,12/20/2001,98835010993,4820647.26
867,Robin Donovan,11/20/2000,86447925208,3336254.31
868,Mary Ho,09/23/2010,24131683032,3588640.18
869,Martha Laffoon,07/12/2019,20411735306,4198024.92
870,Harry Haskell,01/12/2012,11818327562,2520412.66
871,Jennifer Eckert,12/13/2003,67975724874,1884191.22
872,Robert Gimenez,03/09/2015,56121236477,392946.66
873,Daniel Guerra,03/15/2008,27599368302,1036671.45
874,Gregory Sinotte,08/23/2016,31565353382,17731.29
875,Michael Longoria,12/20/2010,93747651879,3853216.75
876,Sylvia Thompson,08/31/1999,77158054756,2794322.71
877,Stacey Carpenter,05/06/2007,95651793631,4923071.8
878,Anabel Fuller,12/25/1990,36115450071,717619.33
879,Margie Roberts,09/03/1994,28772511877,2654920.78
880,Virginia Keys,12/13/1996,54685012879,1718766.59
881,Sharon Dodson,11/15/2012,30998268801,3572515.51
882,Jack Martinez,08/30/2004,10356787990,1753878.3
883,Julius Scruggs,10/10/2020,96257290112,2747502.51
884,Charles French,02/09/2001,55868576934,2432817.37
885,Juanita Galvez,09/01/2021,38326256234,611632.55
886,Charlotte White,09/17/2009,26683869340,4979077.79
887,Mildred Deubner,08/24/1990,45651712879,1139541.19
888,Michael Fiedler,06/07/2003,07334565703,3299936.99
889,Dave Hinnant,07/25/1991,61780142447,469487.75
890,Brent Hill,11/02/2000,53286144703,2197283.94
891,Oscar Wiggins,10/30/2019,80124740502,404385.42
892,Michael Peed,05/20/2011,15433658767,4662545.61
893,David Morgan,02/03/2015,53081582903,3925125.38
894,Toby Devine,05/28/1994,97681669752,2206072.58
895,Lorena Johnson,11/14/1992,15840734896,540463.53
896,Lorena Jimerez,01/21/2008,90596634110,4694307.43
897,Loyce Mcdowell,09/14/1991,39864845900,2207620.62
898,Caleb Graves,04/28/2008,50892169087,3989093.08
899,Crystal Gream,07/31/2014,66825299700,290727.47
900,Esteban Elkins,06/27/1999,83467698905,1688516.96
901,Anthony Dahlman,08/01/2011,60325736219,3766070.54
902,Joyce Dawson,09/04/2007,59177347200,1272845.96
903,Seth Williams,10/22/2003,99157979901,3411116.11
904,Carol Fenwick,09/07/2013,54280251584,1558471.57
905,Brenda Chaisson,12/02/1997,11897935803,1240012.86
906,Linda Craver,03/30/2018,01118208803,2948459.53
907,Rene Burks,11/30/2021,68211178109,4249546.94
908,Susan Fisher,05/17/1991,22147182141,1529364.27
909,Michelle Shuler,05/03/1992,37346794001,4015945.03
910,Jay Carter,05/18/2016,84203699185,4340841.08
911,Wendell Diliberto,01/13/2005,43583700201,3725129.53
912,Christine Kraft,02/02/1993,80646820702,2962849.61
913,Anthony Davis,02/12/2011,40398109532,4604367.31
914,Deborah Short,12/15/2005,59066824905,2565483.86
915,George Purinton,09/07/2021,36533734849,2924835.97
916,Francis Cook,11/14/2017,43263330900,2226385.51
917,George Murray,11/25/1994,45749676099,1300743.8
918,Lucinda Wilson,07/09/1999,11647013631,2831756.04
919,Diane Mcdaniel,10/11/2021,98203268692,732939.61
920,Flora Cain,10/24/1991,80072106280,3561382.18
921,Kazuko Richard,11/27/2014,04628181527,4132933.11
922,Andrea Melancon,12/14/2020,24532605539,4804451.27
923,Dwayne Delong,06/21/1992,42882948948,3646305.18
924,James Gray,06/23/2013,82516670621,3722011.19
925,Robert Collins,08/24/2017,52673330429,2949654.46
926,Staci Seymore,10/29/1993,10963447181,1344620.62
927,Mary Molina,12/14/1997,03528745622,946308.35
928,Allen Quarles,08/16/2001,48636860563,1822379.18
929,Michael Flowers,10/04/2005,63293568904,4797122.59
930,Emma Foppiano,02/03/2013,68109408125,600347.63
931,Tammy Decker,05/14/2017,10675218284,915958.75
932,Judith Hughes,11/11/1991,54028138841,1298582.57
933,Annette Fitzgerald,08/07/1991,31031011803,2820094.66
934,Mark Affolter,04/27/1993,60504061119,4316044.01
935,Charlene Gorman,06/16/2002,71210845113,169515.69
936,Clyde Houser,02/05/2005,91129023575,2060765.13
937,Lance Burgess,08/31/2005,83428275500,760235.38
938,Christine Ruel,02/24/2000,07923921750,1878919.3
939,Cora Heyne,04/19/2017,58283594524,2245166.24
940,Joshua Robinson,07/23/2008,27498838222,743865.77
941,Elizabeth Handly,04/19/2015,95137289434,3211501.97
942,Jimmy Lucas,11/12/2008,67516223093,981509.1
943,Allison Vincent,07/22/2013,64221930683,2093642.84
944,Allen Musich,04/10/1992,80984221514,4174762.75
945,Larry Blackburn,08/31/2018,06799846231,4568262.4
946,Kay Oyler,07/04/2011,59526299469,2764489.26
947,Ramon Jones,09/12/1991,95428048140,2538779.75
948,Harvey Mason,12/13/2012,60399344764,2333466.38
949,Steven Gibbs,09/23/2002,38587318462,553489.82
950,Florence Wellman,08/08/2005,06121107103,3453730.59
951,Robert Torrez,10/29/1999,10865462100,1826652.77
952,Cynthia James,01/11/1998,55439100962,1812282.91
953,John Hidalgo,07/20/2009,60107588900,2599804.09
954,Donald Talley,11/14/2016,83763429409,4288333.27
955,Robert Davis,04/09/1992,17613978508,2536852.46
956,Betty Beaudoin,02/13/2006,36579556820,2585138.18
957,Harold Paris,12/05/2001,01981487719,1488875.96
958,Dennis Richards,02/17/2014,80551609290,2998625.4
959,Jimmy Showe,11/14/2007,90500502986,2610483.58
960,Seth Godwin,06/15/2003,87638620933,2758435.8
961,Mark Bolick,09/28/1993,45797314843,2929524.83
962,Johnny Wahl,12/08/2019,82428696009,1742173.49
963,Robert Lewis,02/14/2016,06970628132,3919596.28
964,James Lux,01/04/2009,45668001059,2933301.75
965,Edith Ibanez,12/02/2007,56547470962,1638440.01
966,Joyce Ritter,09/11/1991,24726417614,2816687.68
967,Edith Milton,11/23/1998,64426483891,506488.29
968,Reginald Whigham,02/09/2018,62682143237,660052.29
969,Jeffrey Fowler,06/11/1996,73544578336,84781.25
970,Kelly Daniel,05/05/2021,92465646184,2537031.12
971,Charles Myers,02/28/2000,07995174969,1334787.59
972,Linda Matthews,01/01/1991,59741692803,4986101.59
973,Harry Lester,10/24/2008,68198100083,897746.27
974,Ashley Paci,10/01/2013,37835350343,4851332.94
975,Michael Schmidt,01/21/1994,13659442550,2324740.77
976,Michael Defelice,10/08/1990,66118161437,4026369.58
977,Joshua Turgeon,12/02/2005,02844342213,4727571.83
978,Mary Bicknell,02/14/1996,55303733645,31381.41
979,Maria Johnson,07/02/1998,25009034603,4461621.37
980,Bruce Storm,10/26/2006,63298136123,935981.61
981,David Blas,02/18/2021,70757313868,3819718.34
982,David Pasley,07/28/2014,64762721280,3601205.66
983,Charlotte Leon,07/25/1991,47724146306,58607.79
984,Julia Feenstra,09/13/2003,71604760001,2750592.72
985,Marvin Cartwright,08/29/2009,37828134649,3133958.36
986,Milton Coop,04/06/2021,41485468159,4638409.59
987,Eva Davis,09/13/1996,56789840206,1245815.95
988,Louis Krall,06/04/2020,96666583485,1667389.82
